question_id,subject_id,subject_name,skill_id,skill_name,subskill_id,subskill_name,role_ids,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,sample_answer,explanation,expected_concepts,hidden_skills_targeted,evaluation_mode,rag_tags
163,10,Database Management Systems,55,"DBMS - Transactions and ACID",55,"Consistency and Isolation Concepts","2|4|12",medium,Subjective,"Why is atomicity important in a bank transfer transaction?","","","","",,"Atomicity ensures that either the full transfer completes or none of it does, preventing cases where money is deducted from one account but not added to another.","The answer should mention all-or-nothing execution and data consistency.","atomicity|transaction safety|bank transfer","reliability thinking|clarity","rubric","dbms|transactions|medium|subjective"
164,10,Database Management Systems,52,"DBMS - SELECT Queries",52,"Filtering and Sorting Data","2|4|5|12|14",medium,Situational,"Your analytics dashboard needs to show only users who scored above 80. Which SQL concept should your app teach and why?","","","","",,"The app should teach the WHERE clause because it allows filtering rows based on conditions such as score greater than 80.","The response should connect filtering conditions to practical dashboard queries.","where clause|filtering high scores|analytics query","application mindset|query translation","rubric","dbms|select|situational|medium"
165,10,Database Management Systems,53,"DBMS - Joins",53,"Inner and Outer Join Usage","2|4|5|12|14",medium,Situational,"A learner can query a single table but fails when data is split across users, roles, and skills tables. What concept should be reinforced first?","","","","",,"Joins and key relationships should be reinforced first, because the learner needs to understand how related tables connect through primary and foreign keys before combining data correctly.","The answer should mention joins plus relationship understanding.","joins|table relationships|multi-table queries","diagnostic thinking|structured guidance","rubric","dbms|joins|situational|medium"
166,10,Database Management Systems,54,"DBMS - Normalization",54,"Normal Form Application","2|4|12",hard,MCQ,"What is the main goal of normalization?",Increase redundancy,Reduce redundancy and anomalies,Store everything in one table only,Eliminate all keys,B,"Normalization aims to reduce redundancy and anomalies.","Well-normalized schemas improve consistency and maintainability.","normalization goal|redundancy reduction|anomalies","system design|accuracy","exact_match","dbms|normalization|hard|mcq"
167,10,Database Management Systems,55,"DBMS - Transactions and ACID",55,"Consistency and Isolation Concepts","2|4|12",hard,Subjective,"Explain consistency in ACID using a simple example.","","","","","","Consistency means a transaction must take the database from one valid state to another valid state. For example, if a rule says an order must reference a valid customer, a transaction should never leave the database with an order linked to a non-existent customer.","The answer should connect consistency to business rules and valid states.","consistency|valid state|database rules","conceptual depth|structured explanation","rubric","dbms|acid|hard|subjective"
168,10,Database Management Systems,51,"DBMS - Tables and Keys",51,"Primary and Foreign Key Mapping","2|4|5|12|14",hard,Subjective,"Differentiate between a primary key and a foreign key with an example.","","","","","","A primary key uniquely identifies a row within its own table, while a foreign key references a primary key in another table. For example, users.user_id can be a primary key, and attempts.user_id can be a foreign key referencing it.","The answer should clearly distinguish uniqueness vs reference.","primary key vs foreign key|table relationships|example","comparison thinking|data modeling","rubric","dbms|keys|hard|subjective"
169,10,Database Management Systems,52,"DBMS - SELECT Queries",52,"Filtering and Sorting Data","2|4|5|12|14",hard,Situational,"Your product team wants a leaderboard showing top users by score with ties handled correctly. Which SQL ideas should the app eventually build toward after basic SELECT and WHERE?","","","","",,"The app should build toward ORDER BY for ranking, aggregate functions if needed, and possibly window functions later for advanced leaderboard handling. At the basic level, sorting and filtering are the first steps.","The answer should connect simple querying to progressively more advanced analytics needs.","order by|ranking|leaderboard queries|query progression","product thinking|roadmap thinking","rubric","dbms|sql|situational|hard"
170,10,Database Management Systems,54,"DBMS - Normalization",54,"Normal Form Application","2|4|12",hard,Situational,"A startup stores user name, course name, mentor name, and mentor phone in one large table. What database design risk should your app highlight first?","","","","",,"The app should highlight redundancy and update anomalies, because repeating mentor information across many rows can cause inconsistency and make maintenance harder.","The answer should mention repeated data and anomalies.","denormalized table|update anomaly|redundancy risk","design judgment|system thinking","rubric","dbms|normalization|situational|hard"
171,11,Operating Systems,56,"OS - Processes and Threads",56,"Execution Unit Management","1|2|9|10|15",easy,MCQ,"What is a process in an operating system?",A type of keyboard,A program in execution,A network cable,A database row,B,"A process is a program in execution.","This is the standard operating systems definition.","process|program in execution","concept recall|accuracy","exact_match","operating-systems|process|easy|mcq"
172,11,Operating Systems,57,"OS - CPU Scheduling",57,"Scheduling Algorithm Comparison","1|2|9|10|15",easy,MCQ,"What is the purpose of CPU scheduling?",To format disks,To decide which process gets CPU time,To encrypt memory,To design user interfaces,B,"CPU scheduling decides which process gets CPU time.","Scheduling is about allocating processor time among processes.","cpu scheduling|process allocation","resource thinking|accuracy","exact_match","operating-systems|cpu-scheduling|easy|mcq"
