question_id,subject_id,subject_name,skill_id,skill_name,subskill_id,subskill_name,role_ids,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,sample_answer,explanation,expected_concepts,hidden_skills_targeted,evaluation_mode,rag_tags
196,12,Computer Networks,63,"Networks - IP Addressing",63,"IPv4 Address and Subnet Basics","2|9|10|11|15",medium,Subjective,"Why does each device in a network need an address?","","","","",,"Each device needs an address so data can be sent to and received from the correct destination rather than getting mixed up with other devices.","The answer should connect addressing with correct routing and identification.","device addressing|routing destination|network identity","clarity|system understanding","rubric","computer-networks|ip-addressing|medium|subjective"
197,12,Computer Networks,64,"Networks - Routing and Switching",64,"Packet Path and Switching Logic","9|10|11|15",medium,Subjective,"What is the difference between routing and switching at a beginner level?","","","","",,"Routing is used to move packets between different networks, while switching is mainly used to forward data within the same local network.","The answer should distinguish local network forwarding from inter-network forwarding.","routing vs switching|local vs global forwarding","comparison thinking|clarity","rubric","computer-networks|routing-switching|medium|subjective"
198,12,Computer Networks,65,"Networks - HTTP and DNS",65,"Web Request Resolution Flow","2|3|4|9|10",medium,Situational,"A learner enters a website name in a browser and asks what happens first. Which two networking concepts should your app connect immediately?","","","","",,"The app should connect DNS resolution and HTTP request flow. First the domain name is resolved to an IP address, then the browser can send an HTTP request to the server.","The response should connect name resolution and web request flow in sequence.","DNS lookup|HTTP request flow|browser to server","flow tracing|system linkage","rubric","computer-networks|http-dns|situational|medium"
199,12,Computer Networks,62,"Networks - TCP and UDP",62,"Reliability and Speed Comparison","2|9|10|11|15",medium,Situational,"Your app wants to explain why video calls and file downloads may use different transport preferences. What tradeoff should the explanation focus on?","","","","",,"The explanation should focus on the tradeoff between reliability and low latency. File downloads benefit from reliable ordered delivery, while real-time communication often values speed and lower delay.","The answer should compare reliability and latency needs.","TCP vs UDP tradeoff|reliability vs latency|use case reasoning","decision-making|applied reasoning","rubric","computer-networks|tcp-udp|situational|medium"
200,12,Computer Networks,61,"Networks - OSI and TCPIP Models",61,"Protocol Layer Responsibilities","2|9|10|11|15",hard,MCQ,"Why are layered network models useful in engineering?",They remove the need for protocols,They separate responsibilities and simplify design,They make all devices identical,They encrypt all traffic automatically,B,"Layered models separate responsibilities and simplify design.","This modular approach makes systems easier to understand and build.","layered design|modularity|network architecture","system thinking|accuracy","exact_match","computer-networks|models|hard|mcq"
201,12,Computer Networks,64,"Networks - Routing and Switching",64,"Packet Path and Switching Logic","9|10|11|15",hard,Subjective,"Explain why routing decisions matter when data travels across multiple networks.","","","","","","Routing decisions matter because data may have multiple possible paths, and correct routing helps packets reach the intended destination efficiently and reliably across interconnected networks.","The answer should mention path selection and multi-network traversal.","routing decisions|path selection|multi-network communication","structured explanation|network reasoning","rubric","computer-networks|routing|hard|subjective"
202,12,Computer Networks,65,"Networks - HTTP and DNS",65,"Web Request Resolution Flow","2|3|4|9|10",hard,Subjective,"Differentiate between DNS and HTTP in terms of their purpose in web access.","","","","","","DNS is used to translate a domain name into an IP address, while HTTP is used to request and transfer web content between a client and server.","The answer should clearly separate name resolution from content transfer.","DNS vs HTTP|web access roles|protocol purpose","comparison thinking|clarity","rubric","computer-networks|dns-http|hard|subjective"
203,12,Computer Networks,62,"Networks - TCP and UDP",62,"Reliability and Speed Comparison","2|9|10|11|15",hard,Situational,"A candidate says 'UDP is always better because it is faster.' How should your app challenge this oversimplification?","","","","",,"The app should explain that faster is not always better. Some applications need reliable, ordered delivery and error handling, which makes TCP more suitable despite extra overhead.","The response should challenge one-dimensional thinking with tradeoffs.","UDP misconception|protocol tradeoff|reliability needs","critical thinking|concept correction","rubric","computer-networks|udp|situational|hard"
204,12,Computer Networks,63,"Networks - IP Addressing",63,"IPv4 Address and Subnet Basics","2|9|10|11|15",hard,Situational,"Your platform maps skills to departments across enterprise networks. Why might a basic understanding of addressing and subnetting still be useful for infrastructure roles?","","","","",,"Addressing and subnetting help infrastructure roles organize devices, segment networks, manage access, and troubleshoot connectivity systematically in larger environments.","The answer should mention organization, segmentation, and troubleshooting.","subnetting awareness|network organization|infrastructure basics","system planning|operational thinking","rubric","computer-networks|addressing|situational|hard"
205,12,Computer Networks,61,"Networks - OSI and TCPIP Models",61,"Protocol Layer Responsibilities","9|10|11|15",hard,Situational,"You are designing RAG metadata for network incidents. Why is tagging issues by layer useful?","","","","",,"Tagging issues by layer is useful because it narrows the diagnostic scope, helps retrieval of similar incidents, and makes troubleshooting more structured by separating physical, transport, application, and other concerns.","The answer should connect layer-based tagging to diagnosis and retrieval.","layer-based incident tagging|network troubleshooting|RAG metadata","diagnostic thinking|information organization","rubric","computer-networks|layers|situational|hard"
206,13,Software Engineering,66,"Software Engineering - SDLC",66,"Development Lifecycle Phases","1|3|4|8|13",easy,MCQ,"What does SDLC stand for?",System Design Logic Cycle,Software Development Life Cycle,Structured Data Link Control,Simple Development Level Code,B,"SDLC stands for Software Development Life Cycle.","It refers to the phases used to plan, build, test, and maintain software.","SDLC|software lifecycle","process awareness|accuracy","exact_match","software-engineering|sdlc|easy|mcq"
207,13,Software Engineering,67,"Software Engineering - Requirements Engineering",67,"Functional and NonFunctional Requirements","1|3|4|8|13|14",easy,MCQ,"A functional requirement mainly describes:",How secure the system should be,What the system should do,How stylish the UI looks,How often developers meet,B,"A functional requirement describes what the system should do.","It captures system behavior or services.","functional requirement|system behavior","structured analysis|accuracy","exact_match","software-engineering|requirements|easy|mcq"
208,13,Software Engineering,68,"Software Engineering - Testing Fundamentals",68,"Test Levels and Types","1|3|4|8",easy,MCQ,"What is the goal of software testing?",To guarantee zero bugs forever,To check whether software behaves as expected,To replace coding,To avoid documentation,B,"Testing checks whether software behaves as expected.","Testing helps detect defects and validate behavior.","software testing|expected behavior|validation","quality mindset|accuracy","exact_match","software-engineering|testing|easy|mcq"
209,13,Software Engineering,69,"Software Engineering - UML and Design",69,"Use Case and Class Diagram Basics","1|3|4|13",easy,Subjective,"What is a use case diagram used for?","","","","",,"A use case diagram is used to show how users or external actors interact with a system’s main functions.","The answer should mention actors and system interactions.","use case diagram|actors|system functions","clarity|modeling awareness","rubric","software-engineering|uml|easy|subjective"
